Sample	input_raw_reads	fastp	fastp(%)[reference: raw reads]	bowtie	bowtie(%)[reference: raw reads]
SRR5946713	7753130	6780430	87.4540991831686	6779880	87.44700527399901
SRR5946723	7756364	6880856	88.71239152778287	6880797	88.7116308620895
SRR5946729	13821817	12286266	88.89038250180855	12286190	88.88983264646029
SRR5946730	13992645	12105671	86.51452959751354	12105545	86.5136291244436
SRR5946731	8937765	7739082	86.58855989165076	7738968	86.58728440499387
SRR5946735	4702534	4159578	88.45396971079848	4159512	88.45256621217412
SRR5946737	20950066	19236106	91.81883245618415	19235226	91.81463199209014
SRR5946740	6757290	6400663	94.7223369131708	6400519	94.72020588135184
SRR5946746	7267654	6385713	87.86484606999728	6385683	87.86443328204673
SRR5946747	20893032	19437205	93.03199746212039	19436754	93.0298388477077
SRR5946748	11385656	10115421	88.84355016522544	10115221	88.84179356903107
SRR5946751	10390701	9411086	90.5721952734469	9410814	90.5695775482328
SRR5946760	20347591	18869405	92.73532675194818	18869223	92.73443229716972
SRR5946777	14940538	13876040	92.87510262347982	13875906	92.87420573476001
SRR5946779	8028962	7011776	87.33103980315263	7011622	87.32912174699544
SRR5946780	9065716	8596491	94.82418156491997	8596456	94.82379549502764
SRR5946787	14822042	13754722	92.79910284966132	13753795	92.7928486506785
SRR5946788	9972393	9198720	92.24185208104014	9198713	92.24178188725615
SRR5946791	16280061	15056191	92.48239917528565	15055978	92.48109082637959
SRR5946800	14485905	13845367	95.57819825547662	13845213	95.57713515310228
SRR5946803	12199644	10915031	89.47007797932464	10913370	89.4564628279317
SRR5946806	8046862	7359676	91.46019901919531	7358864	91.45010812910672
SRR5946808	8452235	7386015	87.38534837235359	7385998	87.38514724211998
SRR5946815	17357796	15229437	87.73831078553982	15229131	87.736547888914
SRR5946817	15182778	14109021	92.92779621753016	14108168	92.92217800984773
SRR5946818	15638088	14556954	93.08653334090458	14556792	93.08549740863461
SRR5946825	11207458	9903509	88.36534564751436	9903460	88.36490843864863
SRR5946828	15278644	13982631	91.5174867612597	13982606	91.51732313417342
SRR5946829	11057834	9837664	88.9655605247827	9837633	88.96528018054892
SRR5946831	13372271	12046380	90.08477318474924	12046354	90.08457875255445
SRR5946834	10635555	9481322	89.14741167715272	9481091	89.14523971715627
SRR5946846	12954666	12049849	93.01551271179048	12047205	92.9951030771461
SRR5946847	18785776	17211619	91.6204845623625	17211088	91.61765795567881
SRR5946851	13716586	12829926	93.5358550589775	12828973	93.5289072659917
SRR5946857	17636925	15888147	90.08456406091197	15888071	90.08413314679288
SRR5946861	11283136	10409924	92.26091044191969	10409850	92.2602545958854
SRR5946866	6676176	5772262	86.46060259645641	5771971	86.45624381382396
SRR5946867	20152182	18761088	93.09705519729825	18760398	93.09363125045218
SRR5946868	6461554	6040548	93.48444662073551	6040529	93.48415257382358
SRR5946870	5635822	4851515	86.0835384793913	4851192	86.07780728348057
SRR5946874	11266666	9983513	88.61106737343593	9983168	88.60800524307723
SRR5946876	23352952	21312951	91.26448339379107	21312907	91.26429498078016
SRR5946880	12775890	11725017	91.77456130257853	11724647	91.77166522254026
SRR5946889	15686036	13932630	88.82186678648449	13932469	88.82084039587822
SRR5946891	12643856	11432828	90.42200417341039	11432340	90.41814459133353
SRR5946895	9562668	8625132	90.19587420581787	8624770	90.19208865140985
SRR5946896	6733869	6057714	89.95889287421541	6041388	89.71644681534494
SRR5946905	17093786	15368493	89.90689950137435	15368446	89.90662454765726
SRR5946911	13135119	12053160	91.76285346177679	12052058	91.75446373953673
SRR5946916	10206710	9192545	90.06374238123745	9192503	90.06333088723007
SRR5946920	6823338	6023685	88.28061866494082	6023450	88.2771746028117
SRR5946921	15028857	13847304	92.13810471415091	13846724	92.1342454718945
SRR5946923	14309924	12982569	90.72423445435489	12982488	90.72366841361283
SRR5946924	17176189	15538549	90.46563821578815	15538505	90.465382047205
SRR5946925	14778572	13162413	89.0641734532944	13162191	89.06267127838873
SRR5946930	15880783	14686058	92.47691376426465	14686001	92.47655483989675
SRR5946931	18002527	16525268	91.79415756465745	16523852	91.78629200222835
SRR5946937	6353861	5577149	87.77574769104959	5577125	87.77536996796121
SRR5946946	12259680	11700282	95.43709134333032	11700243	95.43677322735992
SRR5946947	9369429	8321082	88.81098303856083	8321064	88.81079092439892
SRR5946952	7554970	6673011	88.32610850870354	6672928	88.32500989414915
SRR5946954	9880596	8637903	87.42289432742722	8637879	87.42265142710015
SRR5946955	15652704	14402953	92.01575012215142	14402559	92.01323298517623
SRR5946958	12892252	11952621	92.71166123653182	11952270	92.70893867107158
SRR5946959	13819929	12469177	90.22605687771623	12469157	90.22591215917245
SRR5946966	10476718	9322081	88.97901995644055	9322064	88.97885769188404
SRR5946967	6301354	5941268	94.28557735369255	5941259	94.28543452724605
SRR5946969	16988016	15329270	90.23578739271261	15329231	90.23555781911202
SRR5946970	8948827	8035667	89.79575758923488	8035543	89.79437193276839
SRR5946971	12982625	11621675	89.5171431047265	11621628	89.51678108240822
SRR5946974	6304574	5615013	89.06252825329673	5614942	89.06140208680237
SRR5946981	14702344	13521539	91.96859357936394	13521355	91.96734207824277
SRR5946985	21160122	19424448	91.7974291452573	19424063	91.79560968504813
SRR5946987	8909522	8116299	91.09690733127995	8116235	91.0961889986915
SRR5946988	9792100	8581438	87.63633949816689	8581386	87.63580845783846
SRR5946989	16114296	15124376	93.8568833537624	15124266	93.85620073008464
SRR5946992	9832495	8633187	87.8026075782393	8633128	87.8020075270824
SRR5946993	24495164	22883020	93.41852130485839	22882631	93.41693323629104
SRR5947000	19863594	18314240	92.20003187741352	18314172	92.19968954258731
SRR5947004	10804731	9495481	87.88262289917259	9495462	87.88244705027826
SRR5947012	6421662	6043387	94.10939099566437	6042950	94.10258590377381
SRR5947017	15526625	14080332	90.68507805141168	14079496	90.67969375186172
SRR5947019	13555880	12310040	90.80959701620256	12309758	90.80751673812398
SRR5947022	9431824	8479121	89.89905876106255	8476055	89.86655179316323
SRR5947024	13917492	12591711	90.47399488356092	12591708	90.47397332795305
SRR5947027	8942468	7797136	87.19221584019088	7796802	87.18848085338409
SRR5947028	18104999	16989066	93.83632664105643	16989013	93.83603390422722
SRR5947029	12526040	11587471	92.50705729823632	11586432	92.49876257779793
SRR5947031	7615046	6756075	88.72008127068437	6756032	88.71951659911181
SRR5947032	7718832	7050546	91.34213570136	7049380	91.32702978896289
SRR5947035	7652342	7262040	94.89957453548207	7261426	94.8915508480933
SRR5947041	9615559	8584891	89.28124719530086	8584805	89.28035281152141
SRR5947045	14885456	13288544	89.27199811681953	13288340	89.27062765158152
SRR5947048	8027678	7196420	89.64510036401559	7196135	89.64155014687934
SRR5947052	9854852	8775734	89.04988121587213	8775701	89.04954635543993
SRR5947057	14967117	13676786	91.37889414507818	13676676	91.37815920059955
SRR5947061	7317135	6878701	94.0081192980586	6853141	93.65880224978766
SRR5947069	5810083	5096981	87.72647481972288	5096944	87.7258379957739
SRR5947072	16251507	14479808	89.09824793479152	14479733	89.09778643912838
SRR5947077	11131000	9872068	88.68985715569131	9871935	88.68866229449286
SRR5947081	19071362	17232910	90.360143129788	17232504	90.35801428340567
SRR5947097	16570347	15446605	93.21835565664375	15446525	93.21787286651269
SRR5947104	10672376	9423962	88.3023799011579	9423865	88.30147101264049
SRR5950487	9233802	8115964	87.8940657380351	8115859	87.89292861163798
SRR5950489	10650728	9446565	88.69407800105307	9446485	88.69332687868848
SRR5950490	10654053	10200907	95.74672662131492	10200890	95.74656705762587
SRR5950491	11325512	10407802	91.89696677730772	10407291	91.89245484001076
SRR5950498	10499172	9375744	89.29984193039222	9375699	89.29941332516506
SRR5950500	9847404	8686128	88.20728793091052	8685927	88.20524678382242
SRR5950503	12589703	11711384	93.02351294546027	11711353	93.02326671248719
SRR5950506	17512702	16360743	93.42215153321285	16355273	93.39091706122791
SRR5950507	7530883	7125018	94.61065853765089	7124941	94.60963608118729
SRR5950511	9838487	9303854	94.56590225712552	9303711	94.56444878160636
SRR5950512	10429510	9480260	90.89842188175668	9480193	90.89777947381997
SRR5950515	10200791	9081535	89.02775284779386	9081445	89.02687056327298
SRR5950518	7704647	6903316	89.59938073736538	6903047	89.59588933795409
SRR5950519	6555421	5776559	88.1188103708366	5776452	88.1171781339444
SRR5950520	15797767	14438987	91.39891099799104	14438741	91.39735381589055
SRR5950522	14368329	12704352	88.41913349840472	12704324	88.41893862536138
SRR5950524	10919648	9987240	91.46118995777152	9987039	91.45934923909635
SRR5950528	15048314	13482407	89.59413659231194	13482263	89.59317967448047
SRR5950531	12407642	11290639	90.99745946893051	11290598	90.99712902741713
SRR5950543	9177770	8543764	93.09193845563792	8543684	93.09106678419703
SRR5950545	9261741	8311328	89.73829002560102	8311146	89.73632495229569
SRR5950547	12597653	12048870	95.64376793042322	12048645	95.64198188345084
SRR5950549	12022158	11082581	92.18462276073896	11082521	92.18412368228732
SRR5950550	9469030	8965231	94.67950782709528	8965169	94.6788530609788
SRR5950559	11322661	10109610	89.28652019167579	10109416	89.28480681352201
SRR5950561	9758236	8634901	88.48833949086699	8634843	88.4877451211469
SRR5950562	7425149	6544631	88.14140968753622	6544574	88.14064202617348
SRR5950563	9913957	9012962	90.91185285552478	9012920	90.91142921035465
SRR5950571	5790055	5387213	93.04251859438295	5387142	93.04129235387228
SRR5950581	8733238	7816449	89.5023014373363	7816366	89.5013510452824
SRR5950582	9794377	8828243	90.13582997673053	8828176	90.13514591076084
SRR5950584	10324230	9394512	90.99479573779352	9394131	90.99110538994192
SRR5950592	8498033	7482314	88.04759877962347	7482270	88.04708101274731
SRR5950593	11011826	9772442	88.74497290458459	9772420	88.74477311937184
SRR5950594	10057100	9185860	91.3370653568126	9185838	91.33684660588042
SRR5950598	13146512	11742472	89.32005690939164	11742134	89.31748588522949
SRR5950602	11095140	9939483	89.58411520719882	9938202	89.57256961155966
SRR5950603	12371123	10906185	88.15840728444783	10905881	88.15594994892541
SRR5950605	21113317	19478745	92.25809947342712	19478672	92.25775372008103
SRR5950621	12307152	11744020	95.42435162903652	11741417	95.40320132553819
SRR5950628	14150114	12416498	87.748395525294	12416445	87.74802097000773
SRR5950634	6349024	5425672	85.45678831896052	5425650	85.45644180900875
SRR5950638	9318059	8226073	88.28097139114487	8226053	88.28075675416952
SRR5950642	8460820	8104234	95.78544396406022	8104157	95.78453388678638
SRR5950646	10527352	9118858	86.62062406576698	9118750	86.61959816675646
SRR5950648	12714237	11831613	93.05798688509583	11831589	93.05779812032763
SRR5950649	12639223	11528620	91.21304371320927	11528569	91.2126402073925
SRR5950652	8578614	7677539	89.49626361554442	7677507	89.49589059491429
SRR5950654	5180214	4857565	93.77151214216248	4857522	93.7706820606253
SRR5950658	9043675	7973725	88.16907949478502	7973649	88.16823912845166
SRR5950660	9406533	8418551	89.49685287873864	8418483	89.4961299769001
SRR5950664	7273535	6536443	89.86611049510313	6536128	89.86177972608917
SRR5950673	15859503	14647332	92.3568159733631	14647174	92.35581972524612
SRR5950686	13961826	12934323	92.64062594677802	12934206	92.63978794750773
SRR5950689	10426662	9270140	88.90803211996322	9269768	88.90446434343033
SRR5950690	14249169	12917900	90.65721657171727	12917553	90.65478134198563
SRR5950693	11814757	10769924	91.15654261869288	10769801	91.15550154776776
SRR5950697	5108685	4273841	83.65833869185515	4273823	83.65798635069494
SRR5950699	8932013	7899103	88.4358654650413	7899045	88.43521611533704
SRR5950702	11353196	9996237	88.04777967367075	9996153	88.04703979390473
SRR5950704	10143839	9150909	90.21149685045278	9150817	90.210589895995
SRR5950708	15224178	13450805	88.35160098627328	13450719	88.35103609534781
SRR5950715	13267975	11775845	88.75389801382653	11775799	88.75355131434902
SRR5950717	13815544	12359740	89.46256477486519	12359711	89.4623548663737
SRR5950718	15349028	13682937	89.14529962418467	13682833	89.14462205684947
SRR5950719	7250952	6410712	88.4120043823211	6410675	88.41149410449827
SRR5950726	10749258	9578786	89.11113678730197	9578389	89.10744350912407
SRR5950727	16154594	14838917	91.8557098989922	14838521	91.85325858390499
SRR5950729	21529591	19754273	91.75405608030361	19754127	91.75337794387269
SRR5950733	10431798	9356684	89.69387635765187	9356643	89.69348332856906
SRR5950735	11499936	10051461	87.4044951206685	10051408	87.40403424853844
SRR5950740	11636322	10298644	88.50428855440748	10297919	88.498058063364
SRR5950745	16059448	14899976	92.78012544391314	14898896	92.77340043069974
SRR5950747	9362993	8519878	90.99524051764217	8519833	90.99475990209541
SRR5950752	14052303	13032402	92.74210782389193	13032324	92.74155275473352
SRR5950753	10525717	9192336	87.33215988991535	9192080	87.32972775156314
SRR5950759	12704920	11613080	91.40616391130365	11611111	91.39066597821946
SRR5950769	15619888	14341647	91.81658024692622	14341568	91.81607448145594
SRR5950777	12213829	11546761	94.53842034303902	11546723	94.53810922029447
SRR5950783	11051935	9833646	88.97669050713743	9833197	88.97262787014219
SRR5950784	13566015	11695415	86.21113127178468	11695375	86.21083641732668
SRR5950791	12128936	11174793	92.13333304751546	11174759	92.13305272614186
SRR5962882	15307501	13563812	88.60892447434757	13563754	88.60854557513993
